@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,29-37,39-80,82-118,120-125,127-152,154-193,195-200,202-203,205,208-209,213-217,219-220,222-224,229'

@attribute Var28 numeric
@attribute Var38 numeric
@attribute Var81 numeric
@attribute Var119 numeric
@attribute Var126 numeric
@attribute Var153 numeric
@attribute Var194 numeric
@attribute Var201 numeric
@attribute Var204 numeric
@attribute Var206 numeric
@attribute Var207 numeric
@attribute Var210 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var218 numeric
@attribute Var221 numeric
@attribute Var225 numeric
@attribute Var226 numeric
@attribute Var227 numeric
@attribute Var228 numeric
@attribute Label {0,1}

@data
?,?,?,?,4,?,0,0,78,0,11,7,1,36,2,5,0,1,3,9,0
133.12,11598,30394,830,?,1776700,2,2,38,5,5,7,1,7,1,7,3,14,4,26,0
173.2,5644300,63909,840,30,7054800,0,0,43,17,6,7,1,20,2,4,1,5,5,12,0
166.56,5091500,111570,995,?,9603000,2,2,15,8,11,7,1,36,1,5,2,2,3,9,0
256.48,0,135950,330,?,8911800,0,0,13,19,11,7,1,36,2,5,1,14,3,9,0
233.44,4665600,190860,445,?,9043600,0,0,32,21,5,7,1,66,2,7,1,7,4,24,0
186.64,0,287410,235,4,9676800,0,0,20,22,11,7,1,36,1,5,0,12,3,9,0
220.08,3698200,63704,500,-30,10427000,2,2,46,2,11,7,1,36,1,5,2,20,3,9,0
186.64,7456600,219830,530,4,10573000,0,0,56,22,11,7,1,36,2,5,0,22,3,9,0
?,?,?,?,-20,?,0,0,8,0,11,7,2,36,2,5,0,11,3,9,0
223.44,3390000,111990,980,4,10552000,0,0,47,8,11,7,1,36,1,5,0,2,3,9,0
220.08,0,12443,365,-18,470090,0,0,63,22,11,7,2,36,2,5,0,15,3,9,0
286.96,3519900,49250,550,34,10568000,2,2,101,2,11,7,1,36,1,5,2,8,3,9,0
?,?,?,?,?,?,0,0,3,0,6,7,1,20,0,4,0,8,1,9,0
253.52,0,204380,220,?,0,0,0,66,22,11,7,1,36,2,5,0,25,3,9,0
0,495860,202650,385,20,5385800,0,0,32,8,9,7,1,24,2,7,1,7,2,14,0
?,?,?,?,-16,?,0,0,69,0,11,7,2,36,1,5,0,19,3,9,0
166.56,0,3021.4,240,-26,66088,0,0,91,5,10,7,1,30,1,7,0,12,2,20,0
325.12,5184000,222280,500,?,10595000,0,0,39,8,9,7,1,24,2,7,1,12,2,14,0
296.4,6109700,202560,535,?,9278200,0,0,38,8,11,2,1,36,1,5,0,14,3,9,0
314.8,238370,244980,465,?,10368000,2,2,89,21,5,7,1,51,0,5,2,13,4,11,0
220.08,1500200,125100,515,4,10913000,2,2,4,19,11,7,1,36,1,5,2,14,3,9,0
166.56,0,4464.6,320,16,277630,0,0,78,8,11,7,1,36,2,5,0,1,3,9,0
?,?,?,?,-26,?,0,0,101,0,11,7,1,36,1,5,0,8,3,9,0
240.56,3547600,177170,375,0,3889400,0,0,35,12,11,5,1,47,2,5,0,18,3,9,0
200,3972700,190900,685,?,10429000,2,2,50,19,5,7,1,36,1,6,2,8,4,16,0
166.56,243880,8376.9,665,?,504130,0,0,11,8,11,7,1,36,2,5,1,22,3,9,0
186.64,0,5244.8,645,?,136570,2,2,42,13,11,7,1,47,1,5,3,9,3,12,0
286.96,1702800,25966,1705,4,4569600,0,0,32,5,4,7,1,63,2,7,1,7,2,30,0
166.56,0,3400.7,45,4,54596,2,2,43,11,11,7,1,65,1,5,2,5,3,9,0
200,1594500,29645,2700,?,4580400,2,2,3,13,5,7,1,16,1,7,2,8,4,26,0
166.56,0,18026,130,?,0,2,2,81,12,11,7,1,47,1,5,2,16,3,3,0
253.52,6594300,38634,470,?,9642200,0,0,19,8,6,7,1,20,2,4,0,19,5,9,0
220.08,6527200,49955,485,-30,9666000,0,0,82,22,11,7,1,36,2,5,0,5,3,9,0
166.56,59088,2858.3,1755,?,350550,2,2,98,17,11,7,1,47,2,5,3,3,3,3,0
?,?,?,?,4,?,0,0,63,0,11,7,1,36,2,5,0,15,3,9,0
210.48,3564100,1200800,55,-8,9114200,0,0,69,11,5,7,2,65,1,5,0,19,3,3,0
253.52,2928100,181650,535,-28,10075000,0,0,86,19,6,7,1,28,1,7,0,14,1,30,0
331.04,1902500,54081,875,?,5169500,0,0,73,8,11,5,1,36,2,5,0,18,3,9,0
373.04,5468900,215710,530,20,10205000,0,0,48,2,11,7,1,36,1,5,0,7,3,9,0
200,0,0,0,38,0,2,2,45,8,11,7,1,36,1,5,2,8,3,9,0
166.56,78660,4339.5,2520,50,933030,2,2,81,12,8,7,1,45,1,1,2,16,1,12,0
200,9341000,34138,3620,?,10454000,2,2,38,5,11,7,1,47,1,5,3,14,3,3,0
200,212930,10215,675,?,415430,2,2,67,12,5,7,1,27,1,1,2,8,4,27,0
256.32,4190900,51374,525,4,10883000,0,0,3,12,11,7,1,47,2,5,1,8,3,3,0
286.96,4147200,53512,1985,62,10337000,0,0,36,12,11,7,1,47,2,5,1,11,3,3,0
?,?,?,?,4,?,0,0,74,0,11,7,1,36,2,5,0,20,3,9,0
233.44,5599800,160790,505,34,10467000,0,0,96,5,11,7,1,47,2,5,1,25,3,3,0
166.56,0,12023,720,58,1197700,0,0,48,19,11,7,1,36,2,5,0,7,3,9,0
166.56,12450,4922.6,1650,4,633580,0,0,84,8,11,7,1,36,2,5,0,3,3,9,0
176.56,0,39955,785,4,198690,0,0,13,22,11,7,1,36,2,5,0,14,3,9,0
287.04,3686000,114100,1350,-26,10761000,0,0,71,22,11,7,1,36,1,5,0,16,3,9,0
198.72,3628800,6215.2,2060,?,3211800,0,0,1,8,11,7,1,36,1,5,0,5,3,9,0
186.64,2802,33728,395,?,1026400,0,0,7,2,11,7,1,36,2,5,1,12,3,9,0
310.8,6022000,242920,140,4,9069100,0,0,100,8,5,7,1,36,1,6,0,11,4,9,0
166.56,0,5717,285,4,236870,0,0,62,8,11,7,1,36,2,5,0,4,3,9,0
268.16,11405000,123790,525,-24,9808800,0,0,71,8,11,7,2,36,1,5,0,16,3,9,1
220.08,7253000,220430,545,20,10683000,0,0,96,22,11,7,1,36,1,5,0,25,3,9,0
289.6,4423000,119510,635,30,9583400,2,2,80,13,10,7,1,30,2,7,2,17,2,20,0
253.52,5670200,196310,375,64,10298000,0,0,98,17,5,7,1,47,2,5,1,3,4,3,0
166.56,26028,12815,945,4,4808500,2,2,6,12,5,7,1,33,2,7,2,19,4,27,0
253.12,408130,5467.7,9255,?,4067900,2,2,19,19,10,1,1,37,1,7,2,19,2,20,0
133.12,4190400,229200,475,-26,10663000,2,2,45,19,11,7,1,36,1,5,2,8,3,3,0
133.12,0,4192.2,65,?,16476,2,2,62,8,11,7,1,36,1,5,2,4,3,9,0
200,108770,8311,2075,26,834420,2,2,85,8,11,7,1,36,1,5,2,8,3,9,0
?,?,?,?,4,?,0,0,46,0,11,7,1,36,2,5,0,20,3,9,0
200,1036800,124500,260,4,2117300,0,0,68,8,11,7,1,36,2,5,0,24,3,9,0
253.52,3780100,213020,540,18,10497000,0,0,32,16,10,7,1,30,2,7,1,7,2,20,0
253.52,833350,47798,540,6,10751000,0,0,17,15,5,7,1,24,2,7,1,15,4,26,0
249.36,3386400,255860,335,-14,7901600,0,0,7,2,11,7,2,36,1,5,0,12,3,9,0
166.56,0,3682.2,50,22,0,2,2,38,20,11,7,1,65,1,5,2,14,3,12,0
253.52,2973600,92630,195,4,10738000,0,0,86,5,11,7,1,47,2,5,1,14,3,9,0
133.12,0,4330.3,195,28,117630,2,2,48,13,11,7,1,47,1,5,2,7,3,9,0
166.56,0,6315.4,470,36,197480,2,2,56,8,8,7,1,31,1,1,2,22,1,30,0
186.64,2503600,48567,1235,?,8990200,0,0,91,19,11,7,1,36,1,5,1,12,3,9,0
181.6,858,43477,365,-16,854130,2,2,75,2,11,7,2,36,1,5,2,2,3,9,0
179.84,6114,3859.4,535,-30,252810,0,0,47,13,5,7,1,7,1,7,0,2,4,12,0
286.96,6970500,114320,1485,6,10717000,0,0,47,8,11,7,1,36,1,5,0,2,3,9,0
?,?,?,?,-20,?,0,0,67,0,9,7,2,24,1,7,0,8,2,8,0
411.92,11867000,97189,530,6,10724000,0,0,57,10,11,7,1,36,2,5,0,3,3,9,0
220.08,4147200,125410,560,?,10085000,0,0,7,8,9,7,1,24,2,7,0,12,2,8,0
166.56,0,18711,200,4,20332,0,0,61,2,11,7,1,36,2,5,0,12,3,9,0
325.28,5227300,220770,465,6,10701000,0,0,56,8,11,7,1,36,2,5,0,22,3,9,0
166.56,0,5340.4,105,4,84180,0,0,71,13,11,7,1,47,2,5,1,16,3,3,0
286.96,62142,198450,540,-8,10657000,0,0,59,22,11,7,2,36,1,5,0,8,3,9,0
186.64,9275800,258080,200,-30,9637800,0,0,11,8,11,7,1,36,2,5,0,22,3,9,0
166.56,0,46435,490,?,3433200,2,2,80,12,11,7,1,47,1,5,2,17,3,15,0
186.64,0,43724,1735,4,10919000,2,2,67,13,6,7,1,20,1,4,2,8,5,27,0
166.56,3414,4802.1,1170,24,465340,0,0,8,20,11,7,1,65,2,5,1,11,3,3,0
186.64,6966100,67694,610,-22,9950500,0,0,100,13,11,7,2,47,1,5,1,11,3,9,0
?,?,?,?,4,?,0,0,1,0,11,7,1,36,2,5,0,5,3,9,0
220.08,4462500,18206,4980,?,10352000,0,0,27,17,11,7,1,47,2,5,1,11,3,3,0
0,0,14856,855,-22,747900,2,2,42,8,11,7,2,36,1,5,3,9,3,9,0
286.96,3628800,195130,485,-26,10608000,0,0,25,22,11,7,1,36,1,5,0,3,3,1,0
?,?,?,?,-18,?,0,0,101,0,9,7,2,24,1,7,0,8,2,14,0
133.12,33990,5274.8,555,28,762710,0,0,81,16,5,7,1,47,1,5,1,16,4,15,0
166.56,0,2466.2,1580,20,540050,0,0,14,8,6,7,1,20,2,4,0,23,5,9,0
351.12,6066700,114600,530,?,9475400,0,0,35,5,11,5,1,47,2,5,0,18,3,9,0
166.56,2254000,48819,1035,?,6297400,0,0,81,8,9,5,1,24,2,7,1,16,2,14,0
166.56,0,21812,1455,-26,2734800,2,2,91,19,11,7,1,36,1,5,2,12,3,3,0
253.52,6727400,212020,500,16,10352000,0,0,88,22,11,7,1,36,2,5,0,3,3,9,0
288.16,4927200,104930,2040,-30,10584000,2,2,59,10,11,7,1,36,1,5,2,8,3,3,0
220.08,0,218280,470,?,10022000,2,2,98,11,11,7,1,36,1,5,2,3,3,9,0
166.56,49356,17946,1430,64,1208500,2,2,86,8,11,7,1,36,1,5,2,14,3,9,0
100.32,0,0,0,-12,0,0,0,64,8,9,7,1,17,1,7,0,1,2,8,0
173.2,275300,9078,3225,?,2377400,2,2,91,12,5,7,1,16,1,7,2,12,4,26,0
166.56,8754,13144,1255,34,1573300,0,0,20,8,8,7,1,31,2,1,1,12,1,30,0
?,?,?,?,-20,?,0,0,86,0,11,7,2,36,1,5,0,14,3,9,0
133.12,0,2141.3,335,-28,138060,2,2,38,12,11,7,1,47,1,5,2,14,3,9,0
336.56,90402,149380,45,4,1792600,0,0,46,8,11,7,1,36,2,5,0,20,3,9,0
200,2928600,11430,6170,28,8686400,0,0,81,8,11,7,1,36,1,5,1,16,3,9,0
133.12,4626,2588.9,2030,?,426170,0,0,67,8,11,7,1,36,1,5,0,8,3,9,0
253.52,4572700,94212,215,?,10456000,0,0,41,11,5,7,1,22,2,3,0,3,4,26,0
186.64,0,338230,330,-28,12751000,0,0,98,22,11,7,1,36,2,5,0,3,3,9,1
166.56,11646,5884.6,290,?,168480,0,0,81,13,5,7,1,68,2,3,1,16,4,26,0
218.88,0,4233.8,895,-18,366220,0,0,95,8,11,7,2,36,1,5,0,5,3,9,0
233.44,22572,17331,650,34,353750,2,2,38,8,11,7,1,36,1,5,2,14,3,9,0
296.96,0,6997.2,15,4,0,0,0,53,8,5,7,1,81,1,2,0,11,4,27,0
166.56,946900,42194,1050,-22,5506200,2,2,59,19,11,7,2,36,1,5,2,8,3,3,0
220.08,4267900,185540,360,-30,8928400,0,0,90,8,11,7,1,36,2,5,0,20,3,9,0
299.12,5033200,226780,465,-14,9603900,0,0,28,15,5,7,2,20,1,4,1,13,4,27,0
263.52,59832,16870,1215,32,2284500,0,0,23,8,11,7,1,36,2,5,1,24,3,9,0
253.52,1142200,207420,560,-28,9609500,0,0,17,22,11,7,1,36,2,5,0,15,3,9,0
233.44,22296,28994,1535,?,2448500,0,0,61,8,11,7,1,36,1,5,0,12,3,9,0
200,0,4676.4,640,?,475390,0,0,92,8,9,7,1,24,2,7,0,11,2,8,0
329.76,6727200,168900,795,-20,10946000,0,0,85,8,11,7,2,36,1,5,0,8,3,9,0
166.56,0,8405.6,265,58,395880,0,0,76,5,11,7,1,47,2,5,1,1,3,9,0
66.88,0,0,0,?,0,0,0,102,8,11,6,1,36,2,5,0,6,3,9,0
167.2,51456,6304.5,965,4,739170,0,0,2,8,11,7,1,47,1,5,0,9,3,9,0
258.72,4612100,120760,115,32,5498400,2,2,13,2,11,7,1,36,1,5,2,14,3,9,0
286.96,3288100,213730,605,-26,10566000,0,0,60,17,11,7,1,47,2,5,1,12,3,9,0
270.32,1828600,22448,1620,-26,4865300,0,0,81,16,10,7,1,30,1,7,1,16,2,20,0
166.56,4240900,90754,700,-16,7983100,0,0,67,12,11,7,2,47,2,5,1,8,3,3,0
0,0,32143,600,4,1010100,0,0,81,8,11,7,1,36,1,5,0,16,3,9,0
166.56,0,2752.8,520,4,97168,0,0,95,19,6,7,1,20,2,4,0,5,5,9,0
320.4,6213300,171840,515,4,10523000,0,0,11,22,11,7,1,36,2,5,0,22,3,9,0
406.16,2103000,208880,590,-30,10485000,0,0,16,16,5,7,1,47,1,5,1,13,4,27,0
253.52,314050,27411,730,-26,4629900,2,2,11,12,5,7,1,47,2,5,2,22,4,27,0
253.52,11287000,196160,490,?,10337000,0,0,42,22,11,7,1,36,1,5,0,9,3,9,0
166.56,3906,6970.3,2835,-20,1142400,0,0,50,2,11,7,2,36,1,5,0,8,3,9,0
246.32,0,0,0,-8,0,0,0,38,8,11,6,2,36,1,5,0,14,3,9,0
186.64,5961700,113720,560,26,10014000,2,2,71,12,6,7,1,31,2,1,2,16,1,20,0
450.56,3208800,194730,595,?,10268000,2,2,10,13,5,7,1,47,2,5,3,1,4,26,0
166.56,0,4029.2,1070,8,113430,0,0,55,8,11,7,1,36,2,5,0,7,3,9,0
166.56,761060,80168,690,?,5897500,0,0,53,19,11,7,1,36,1,5,0,11,3,3,0
186.64,0,30453,550,4,2382300,2,2,46,15,5,7,1,30,2,7,2,20,4,15,0
79.36,0,2970.2,420,38,41344,0,0,82,16,11,7,1,65,2,5,1,5,3,3,0
279.84,4931200,304240,345,-22,10411000,0,0,76,8,11,7,2,36,2,5,0,1,3,9,0
220.08,0,218130,540,-30,10668000,0,0,61,22,6,7,1,40,2,1,0,12,1,9,1
66.88,0,3701,70,?,0,0,0,1,8,11,7,1,36,2,5,0,5,3,9,0
290.56,1555200,154580,505,-20,10620000,0,0,90,8,5,7,2,70,2,3,1,20,7,30,0
256,4937100,31008,6595,10,10631000,0,0,80,22,11,7,1,36,1,5,0,17,3,9,0
?,?,?,?,-20,?,0,0,86,0,9,7,2,24,1,7,0,14,2,8,0
133.12,35136,5661.7,125,-30,182040,0,0,2,8,11,7,1,36,2,5,1,9,3,12,0
214.24,5227500,218500,500,-30,10559000,0,0,42,22,11,7,1,36,2,5,0,9,3,9,0
220.08,11153000,24898,550,?,10709000,0,0,99,21,5,7,1,41,2,3,1,20,4,26,0
286.96,3461400,224010,540,4,10539000,0,0,86,8,11,7,1,36,1,5,0,14,3,9,0
?,?,?,?,-20,?,0,0,68,0,11,7,2,36,2,5,0,24,3,9,0
58.4,0,2886.2,140,?,113940,0,0,20,9,11,7,1,36,2,5,0,12,3,9,0
?,?,?,?,-14,?,0,0,14,0,11,7,2,36,2,5,0,23,3,9,0
?,?,?,?,4,?,0,0,58,0,11,7,1,36,2,5,0,20,3,9,0
186.64,1465000,31425,640,4,2318200,0,0,41,22,9,7,1,24,2,7,0,3,2,8,0
273.6,5676000,214690,470,?,8294600,0,0,75,20,5,7,1,46,1,7,0,2,4,7,0
133.2,41286,38064,560,34,1618900,0,0,71,21,5,7,1,51,1,5,0,16,4,26,0
266.88,5198400,161930,670,6,10698000,0,0,36,8,11,7,1,36,1,5,0,11,3,9,0
366.96,2539100,8472.8,9365,?,10502000,2,2,66,19,11,7,1,36,1,5,3,25,3,9,0
176.56,309200,17693,970,?,3071200,0,0,11,8,11,7,1,36,2,5,0,22,3,9,0
286.96,2459400,201000,530,-26,9310800,2,2,38,6,5,7,1,33,1,7,2,14,4,27,0
?,?,?,?,4,?,0,0,71,0,6,7,1,31,1,1,0,16,1,30,0
253.52,2073600,197950,555,4,10124000,0,0,7,15,11,7,1,47,1,5,1,12,3,3,0
286.96,11405000,198100,450,26,10714000,2,2,96,8,8,7,1,31,1,1,2,25,1,30,0
200,4280900,22076,3230,?,9871800,2,2,68,8,11,7,1,36,2,5,3,24,3,9,0
200,563300,15490,815,4,2282100,0,0,56,8,11,7,1,36,2,5,0,22,3,9,0
?,?,?,?,-16,?,0,0,73,0,11,5,1,36,2,5,0,18,3,9,0
166.56,25770,7107.4,2055,18,1022600,0,0,33,20,2,7,1,20,2,4,0,7,1,26,0
200,0,58981,525,36,3692600,2,2,86,2,11,7,1,36,1,5,2,14,3,9,0
328,4752500,54191,1695,?,10485000,0,0,3,5,11,7,1,47,2,5,1,8,3,3,0
171.76,5232,1467.4,980,?,263120,0,0,8,21,10,7,1,30,2,7,1,11,2,20,0
357.6,1555200,220070,510,-22,10782000,2,2,13,14,10,7,2,28,1,7,2,14,2,30,0
347.84,518400,44646,205,?,1616000,0,0,98,13,5,7,1,47,2,5,1,3,4,26,0
166.56,0,44910,935,4,0,0,0,4,8,6,7,1,20,2,4,0,14,5,9,0
43.963,0,3051.5,230,4,131890,0,0,43,8,5,7,1,7,2,7,1,5,4,26,0
166.56,0,231690,470,?,10341000,0,0,66,13,5,7,1,47,1,5,1,25,4,27,0
186.64,2304200,190420,575,4,10541000,0,0,1,22,11,7,1,36,2,5,0,5,3,9,0
173.2,2592000,19151,680,54,10425000,2,2,93,19,6,7,1,20,1,4,2,12,5,3,0
?,?,?,?,-18,?,0,0,91,0,11,7,2,36,2,5,0,12,3,9,0
186.64,1586400,37066,1090,16,2394300,0,0,17,22,11,7,1,36,2,5,0,15,3,9,0
173.2,4665600,243780,470,?,10224000,0,0,19,12,11,7,1,47,2,5,1,19,3,9,0
236.8,2224700,216300,300,-30,10699000,0,0,93,8,8,7,1,31,2,1,0,12,1,30,0
333.76,6439000,174790,620,-20,10321000,0,0,45,22,11,7,2,36,1,5,0,8,3,9,0
100.32,0,4757,420,4,51164,0,0,37,17,11,7,1,47,2,5,1,2,3,15,0
166.56,1009500,23071,1195,4,5080300,0,0,27,21,5,7,1,68,2,3,1,11,4,26,0
157.76,7335200,41649,595,-22,10664000,0,0,49,13,6,7,2,20,2,4,1,15,5,26,0
186.64,0,18648,580,-26,1508800,0,0,38,8,11,7,1,36,1,5,0,14,3,9,1
200,25386,22635,830,-16,1299500,2,2,38,21,5,7,2,7,1,7,2,14,4,26,0
286.96,6318,180250,520,6,10596000,0,0,91,8,11,7,1,36,1,5,0,12,3,8,0
166.56,0,96299,610,36,5131700,2,2,100,8,11,7,2,36,1,5,2,11,3,9,0
316,4089600,272450,385,-8,8802200,0,0,20,8,11,7,2,36,1,5,0,12,3,9,0
220.08,0,198150,465,4,10022000,0,0,96,22,11,7,1,36,2,5,0,25,3,9,0
133.12,0,80525,445,48,3383200,0,0,55,13,6,7,1,27,2,1,1,7,1,27,0
233.44,0,4020.4,880,?,544930,2,2,53,8,11,7,1,36,1,5,3,11,3,9,0
166.56,0,5837.3,1025,4,818640,0,0,46,19,11,7,1,36,2,5,0,20,3,9,0
186.64,3126400,86198,1190,16,10247000,0,0,96,8,11,7,1,36,1,5,0,25,3,8,0
200,3725600,104870,570,?,5476700,0,0,7,8,11,7,1,36,2,5,1,12,3,9,0
186.64,2929100,214580,610,?,10429000,2,2,7,8,11,7,1,36,2,5,2,12,3,9,0
166.56,4697600,120740,305,?,10716000,0,0,98,21,5,7,1,46,2,7,1,3,4,11,0
253.52,11405000,206730,520,-30,10750000,0,0,63,16,5,7,1,30,2,7,1,15,4,27,0
327.28,4295700,199100,550,4,10535000,0,0,23,22,11,7,1,36,2,5,0,24,3,9,0
166.56,10266000,232230,480,?,10385000,0,0,71,12,5,7,1,64,2,3,1,16,7,17,0
233.44,779110,77227,475,-28,4399000,0,0,24,13,5,7,1,59,1,1,1,8,4,26,0
166.56,7518,2806.4,990,34,178140,0,0,84,17,11,7,1,47,2,5,1,3,3,9,0
213.36,5911900,70870,1675,-30,10216000,2,2,45,19,5,7,1,36,1,5,2,8,4,15,0
333.76,7645300,150490,1115,-26,10340000,2,2,49,12,11,7,1,47,1,5,2,15,3,3,0
266.24,8485900,83204,1570,-24,10665000,2,2,80,11,5,7,2,16,1,7,2,17,4,26,0
166.56,0,7284.8,320,8,141970,0,0,53,8,11,7,1,36,1,5,0,11,3,9,0
166.56,642730,39949,920,6,2569600,0,0,43,8,6,7,1,20,2,4,0,5,5,9,0
186.64,1818100,201240,360,8,6109900,0,0,102,20,11,7,1,36,2,5,0,6,3,9,0
253.52,2073600,171550,570,4,10494000,0,0,19,17,11,7,1,47,2,5,0,19,3,9,0
256.72,49122,21582,720,-26,5524600,2,2,56,20,5,7,1,56,1,7,2,22,4,26,0
?,?,?,?,-18,?,0,0,90,0,11,7,2,36,2,5,0,20,3,9,0
192.48,571360,29288,990,?,1704600,0,0,40,8,11,7,1,36,2,5,1,13,3,9,0
186.64,0,879,0,4,0,0,0,74,6,5,3,1,70,2,3,1,20,4,26,0
?,?,?,?,-18,?,0,0,73,0,11,5,1,36,0,5,0,18,3,9,0
253.52,914890,232960,310,-30,9787600,2,2,17,19,11,7,2,47,2,5,2,15,3,3,0
248.72,4398300,143420,885,?,8523600,0,0,95,8,11,7,1,36,1,5,1,5,3,9,0
267.36,2084500,220410,525,16,9889300,0,0,101,8,11,7,1,36,1,5,0,8,3,9,0
325.6,9563000,156530,605,?,10509000,2,2,95,19,11,7,1,36,2,5,3,5,3,3,0
323.52,3326600,45723,460,?,10397000,0,0,33,22,11,2,1,36,2,5,0,7,3,9,0
210.48,6233500,297100,305,-4,8573600,0,0,2,22,11,7,2,36,1,5,0,9,3,9,0
25.449,0,3103.1,225,?,76348,0,0,27,8,5,7,1,20,2,4,1,11,4,9,0
200,2134700,80163,1535,?,10639000,0,0,42,19,11,7,1,36,2,5,1,9,3,9,0
?,?,?,?,-20,?,0,0,15,0,11,7,2,36,1,5,0,2,3,9,0
220.72,3388400,178230,560,-26,10509000,0,0,96,8,11,7,1,36,2,5,0,25,3,9,0
198.88,3628800,165690,370,?,9557400,2,2,71,8,11,7,1,36,2,5,2,16,3,9,0
173.2,498,27998,875,36,898690,0,0,79,21,5,7,1,70,2,3,1,4,4,27,0
104.72,3718300,95776,855,6,6782100,0,0,95,8,6,7,1,20,2,4,0,5,5,9,0
186.64,3362200,155740,755,4,10707000,0,0,98,22,11,7,1,36,1,5,0,3,3,9,0
300.16,4781900,15874,4640,4,10083000,0,0,49,8,11,7,2,36,2,5,0,15,3,9,0
?,?,?,?,4,?,0,0,96,0,6,7,1,31,1,1,0,25,1,30,0
166.56,2286700,19145,2120,6,8893000,0,0,61,8,11,7,1,36,2,5,0,12,3,9,0
220.08,6176600,159550,630,?,10329000,2,2,6,19,11,7,1,36,1,5,2,19,3,3,0
133.12,6739200,210770,490,36,10407000,0,0,98,8,11,7,1,36,2,5,1,3,3,9,0
133.12,0,17232,1325,?,2131300,2,2,67,5,11,7,1,47,1,5,2,8,3,9,0
166.56,6558,6441.1,935,-30,843360,0,0,31,8,6,7,1,20,1,4,1,12,5,9,0
327.6,4326100,221740,500,?,10208000,0,0,14,22,11,7,1,36,1,5,0,23,3,9,0
166.56,0,4353.4,365,?,155370,0,0,45,8,11,7,1,36,1,5,0,8,3,9,0
193.2,427090,33165,1855,34,4801900,0,0,96,5,5,7,1,56,1,7,1,25,4,26,0
166.56,28878,41839,1195,-30,3205100,0,0,19,16,11,7,1,47,1,5,1,19,3,15,0
234.72,4372900,35110,2525,?,8739600,2,2,55,8,11,7,1,36,2,5,2,7,3,9,0
166.56,8316,1145.4,155,40,7100,2,2,85,19,10,7,1,30,1,7,2,8,2,30,0
286.96,6486300,126710,800,4,8461900,0,0,23,22,5,7,1,36,2,5,0,24,4,9,0
200,0,7571.8,370,18,268460,0,0,85,8,11,7,1,36,1,5,0,8,3,9,0
166.56,0,36468,225,22,932320,0,0,40,8,6,7,1,20,2,4,1,13,5,9,0
253.52,2382100,61855,200,4,3298900,0,0,11,8,11,7,1,36,1,5,0,22,3,9,0
220.08,3019200,145020,525,-28,6045900,0,0,98,8,11,7,1,36,2,5,0,3,3,9,0
485.6,620560,41204,280,-12,3076600,0,0,75,8,11,7,2,36,1,5,0,2,3,9,0
274,2592000,222780,535,?,10507000,0,0,70,20,11,5,1,36,2,5,0,18,3,9,0
220.08,5640200,75575,1610,26,10709000,2,2,91,21,5,7,1,13,1,2,3,12,4,29,0
193.28,787810,22341,740,?,1514700,2,2,59,8,9,7,1,24,1,7,3,8,2,14,0
253.52,3770300,70671,515,4,8414500,2,2,67,11,5,7,1,17,1,7,2,8,4,26,0
166.56,12384,24017,475,4,593470,0,0,74,8,11,7,1,36,2,5,0,20,3,9,0
220.08,8648000,128590,905,-28,10332000,0,0,81,2,6,7,1,20,2,4,0,16,1,9,0
286.96,4302300,194630,355,4,10439000,0,0,61,22,11,7,1,36,2,5,0,12,3,9,0
166.56,0,7960.5,70,60,0,0,0,80,17,10,5,1,30,2,7,1,17,2,30,0
?,?,?,?,-14,?,0,0,82,0,9,7,2,24,2,7,0,5,2,14,0
253.52,939640,53341,915,?,10139000,0,0,86,13,8,7,1,45,1,1,1,14,1,12,0
253.52,655300,39244,1035,?,3465900,0,0,37,22,11,7,1,36,2,5,0,2,3,9,0
452.48,4263300,16790,515,4,9484100,0,0,61,17,11,7,1,47,2,5,0,12,3,9,0
253.52,3209600,147820,505,?,9235300,2,2,45,8,11,7,1,36,1,5,2,8,3,3,0
711.68,8459800,60472,785,?,10411000,0,0,86,7,5,7,1,47,1,5,0,14,4,15,0
253.52,0,48085,985,-20,0,0,0,102,22,11,7,2,36,1,5,0,6,3,9,0
186.64,169940,221300,510,?,10481000,0,0,69,13,5,7,1,41,2,3,1,19,4,26,0
186.64,0,90793,265,-30,0,0,0,99,22,11,7,1,36,2,5,0,20,3,9,0
186.64,809720,102500,565,4,9308400,0,0,43,22,11,7,1,36,1,5,0,5,3,9,0
200,0,27406,835,?,1945200,0,0,99,13,5,7,1,47,1,5,1,20,4,27,0
186.64,6676600,23576,505,4,10144000,0,0,45,22,11,7,1,36,1,5,0,8,3,9,0
230.56,11412000,256170,345,-4,10889000,0,0,47,22,11,7,2,36,1,5,0,2,3,9,0
286.96,11405000,206090,535,20,10761000,2,2,38,17,11,7,1,47,1,5,2,14,3,9,0
266.24,5033100,223350,560,-20,10538000,0,0,59,12,11,7,2,47,1,5,1,8,3,3,0
345.44,6165900,181020,630,-28,10691000,0,0,64,8,11,7,1,36,0,5,0,1,3,9,0
133.12,20820,28902,1055,-30,2316900,0,0,82,8,11,7,1,36,2,5,1,5,3,9,0
288.88,3996800,16794,4935,-28,9880800,0,0,77,22,9,7,1,24,2,7,0,6,2,8,0
220.08,4300400,184070,645,-30,10116000,2,2,95,8,11,7,1,36,2,5,2,5,3,9,0
