@relation 'numeric churn-weka.filters.unsupervised.attribute.Remove-R1,3-12,14-28,30-72,75-80,82-89,91-112,114-125,127-129,131-137,139-188,190-191,193-198,200,202-204,206-210,213-216,219-229'

@attribute Var2 numeric
@attribute Var13 numeric
@attribute Var29 numeric
@attribute Var73 numeric
@attribute Var74 numeric
@attribute Var81 numeric
@attribute Var90 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var199 numeric
@attribute Var201 numeric
@attribute Var205 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Label {0,1}

@data
?,316,?,32,21,15656,?,-39977,8,?,?,270,290,873,0,2,1,24,13821,2,0
0,?,?,6,?,?,?,-3733100,?,0,?,354,106,2296,0,1,1,36,3836,2,0
?,0,?,30,0,71092,?,-81225,6,?,?,252,80,5248,0,2,1,36,6187,2,0
?,596,?,104,7,11245,?,-17857,?,?,?,?,49,1665,2,2,1,20,13256,1,0
?,2668,?,64,28,25112,?,-291390,-26,?,?,?,253,6071,0,1,2,47,9440,2,0
?,0,?,28,0,145870,?,113300,4,?,?,?,246,2959,0,1,1,36,16673,2,0
?,236,?,32,161,150370,?,285120,?,?,?,390,240,6479,0,2,1,24,10423,2,0
?,212,?,58,0,574.71,?,0,12,?,?,?,384,2053,2,2,1,36,1077,2,0
?,404,?,58,189,189990,?,88568,?,?,?,?,367,6573,0,1,1,47,15335,2,1
?,?,0,4,?,?,0,-3580600,-28,?,?,?,130,5789,0,1,2,36,2557,1,0
?,184,?,100,0,11682,?,-152950,-30,?,?,?,99,4797,0,2,1,30,1739,2,0
?,?,?,8,?,?,?,-870250,-20,?,0,?,329,6822,0,2,2,36,2253,2,0
?,0,?,58,0,0,?,0,?,?,?,?,0,6512,0,2,1,36,13679,2,0
?,0,?,24,0,37050,?,6256.7,4,?,?,186,114,713,0,3,1,36,0,0,1
?,712,?,40,0,202430,?,171100,16,?,?,?,99,4876,0,2,1,36,5666,2,0
?,452,?,74,0,50549,?,-395730,4,?,?,138,144,905,2,3,1,36,2418,2,0
?,?,0,4,?,?,0,-1628500,-20,?,?,?,363,1041,0,2,2,36,15312,2,0
?,132,?,34,21,133350,?,69080,?,?,?,?,360,7902,0,1,1,36,3235,1,0
?,4,?,62,0,20745,?,23452,38,?,?,312,365,5164,0,2,1,36,9620,2,0
?,0,?,14,0,88586,?,142860,-30,?,?,330,359,873,0,2,1,36,13941,1,0
?,220,?,56,7,90237,?,-118460,?,?,?,330,28,2053,2,2,1,36,17018,1,1
?,0,?,18,0,222660,?,107610,4,?,?,138,366,2853,0,2,1,36,15380,1,1
?,12,?,148,0,251990,?,123240,-30,?,?,300,279,3643,0,1,1,36,13320,2,0
?,?,?,10,?,?,?,-825080,-14,?,?,126,166,1703,0,2,1,36,1614,1,1
?,0,?,68,0,227390,?,-57909,?,?,?,?,141,1655,0,1,1,36,16590,1,0
?,?,?,10,?,?,?,-770390,4,?,?,324,304,6512,0,2,1,36,12924,2,0
?,7576,?,80,175,156690,?,189530,8,?,?,?,67,713,2,1,1,28,17840,1,0
?,44,?,30,0,37222,?,157530,?,?,?,?,397,7963,0,2,1,20,9289,2,1
?,0,?,18,0,36047,?,441150,4,?,?,168,48,3099,0,2,1,36,11212,2,0
?,0,?,12,0,237230,?,-160370,4,?,?,?,306,401,0,1,1,36,17180,1,0
?,104,?,54,14,8298.7,?,-1489300,-18,?,?,186,159,2710,2,2,2,36,13241,2,0
?,188,?,110,14,3048,?,-1590300,-28,?,?,?,106,3819,0,2,1,24,18366,2,0
?,3264,?,104,420,4631.5,?,2903.4,?,?,?,?,102,2581,2,2,1,36,11808,1,1
?,204,?,40,182,222010,?,120060,?,?,?,?,226,5249,0,2,1,36,3460,1,0
?,?,?,10,?,?,?,-1670800,4,?,?,444,155,4343,0,1,1,36,13017,2,0
?,372,?,42,21,37118,?,-221860,18,?,?,?,226,1274,0,2,1,36,15981,2,0
?,0,?,12,0,?,?,-541530,-14,?,?,?,274,4480,0,2,1,36,9078,1,1
?,0,?,20,0,64065,?,0,?,?,?,408,14,8052,0,1,2,36,7724,1,1
?,2264,?,44,49,3171.8,?,-4306.2,?,?,?,318,30,6680,0,1,1,36,13068,1,0
?,0,?,20,0,214450,?,90802,-30,?,?,258,352,6082,0,1,1,36,2313,1,0
?,2284,?,70,56,110690,?,-312980,-26,?,?,258,344,2791,2,1,1,36,11470,1,0
?,1104,?,70,42,216040,?,91518,-26,?,?,?,290,7396,0,2,1,36,13529,2,0
?,1152,?,58,490,115470,?,36283,-18,?,?,270,78,4193,2,1,2,70,11248,1,0
?,4364,?,76,175,204740,?,416380,-18,?,?,?,199,371,2,2,2,36,3571,1,0
?,2628,?,38,560,219120,?,34933,14,?,?,?,130,4272,0,1,1,36,2861,1,0
?,364,?,50,35,197450,?,-89342,6,?,?,240,131,830,0,2,1,45,8771,2,0
?,1404,?,82,154,9886.1,?,14396,-30,?,?,360,181,6254,0,2,1,36,16092,2,0
?,?,0,4,?,?,0,-3035000,-20,?,?,192,227,2820,0,2,1,36,4012,2,0
?,960,?,120,0,1749.6,?,113240,24,?,?,360,268,873,2,2,1,36,8695,1,0
?,1612,?,110,28,111230,?,0,?,?,?,174,358,7240,2,2,1,36,0,0,0
?,2328,?,146,161,38375,?,165450,?,?,?,174,30,3046,0,3,1,47,13111,1,0
?,0,?,16,0,295950,?,595060,4,?,?,?,295,3819,0,2,1,36,9543,2,0
?,20,?,76,0,70102,?,-66546,28,?,?,264,121,713,0,1,1,36,17961,2,0
?,13004,?,206,161,113200,?,88402,?,?,?,?,378,2083,0,2,1,51,9391,2,0
?,0,?,64,0,69175,?,-1463300,-18,?,?,324,166,2149,2,2,2,36,1614,1,0
?,0,?,16,0,338740,?,3320500,4,?,?,?,115,1243,0,2,1,36,0,0,1
?,?,0,4,?,?,0,0,-20,?,?,?,148,6997,0,2,2,36,9078,1,0
?,0,?,88,0,60325,?,-76362,?,?,?,?,365,1760,2,3,1,36,7343,1,0
?,0,?,24,0,247750,?,-239230,-24,?,?,?,216,2788,0,3,2,20,10090,2,0
?,0,?,12,0,81942,?,-273660,-26,?,?,336,109,3632,0,1,2,17,8695,1,0
?,0,?,18,0,84600,?,17120,4,?,?,?,321,2316,0,1,1,31,18854,1,0
?,0,?,12,0,171700,?,-638860,4,?,?,150,192,471,0,3,1,36,14535,1,0
?,?,?,10,?,?,?,-845390,4,?,?,168,178,1543,0,2,1,36,13316,2,0
?,0,?,122,0,6446,?,-382640,?,?,?,?,91,1449,0,2,1,47,3350,2,0
?,204,?,60,0,208590,?,64111,-28,?,?,?,109,2083,0,2,1,20,4453,2,0
?,0,?,16,0,232140,?,156370,4,?,?,186,14,4719,0,2,1,36,6876,1,0
?,4,?,32,0,219320,?,307580,-20,?,?,450,228,2275,0,1,2,36,1089,1,0
?,?,0,4,?,?,0,-3743200,-20,?,?,348,307,6324,0,1,1,36,5798,2,0
?,0,?,50,0,6094.4,?,36401,?,?,?,534,121,6822,0,2,1,36,2934,2,0
?,388,?,94,0,54784,?,54698,26,?,?,?,145,5566,2,0,1,60,5192,2,0
?,464,?,104,182,227930,?,101550,-28,?,?,?,12,2083,2,2,1,47,1249,1,0
?,740,?,64,7,159240,?,267090,-8,?,?,246,58,7967,2,1,2,36,3284,1,0
?,516,?,40,350,234790,?,-206520,-30,?,?,222,302,7842,0,3,1,36,3942,1,0
?,0,?,128,0,14180,?,-369510,4,?,?,306,183,1150,0,2,1,47,11378,2,0
?,?,?,8,?,?,?,-2186900,-18,?,0,?,253,1703,0,2,2,36,8282,2,0
0,?,?,6,?,?,?,-3166900,-18,0,?,?,174,556,0,2,2,36,5816,1,0
?,2404,?,98,0,76485,?,60660,?,?,?,?,41,2057,2,0,1,22,13573,1,0
?,1360,?,58,28,179150,?,124460,34,?,?,300,8,5645,2,1,1,36,1692,1,0
?,1684,?,118,91,203300,?,89914,?,?,?,390,20,3819,2,2,1,47,11239,1,0
?,16,?,32,7,119770,?,-49720,8,?,?,?,176,2357,0,2,1,36,5816,1,0
?,0,?,12,0,?,?,-1074100,4,?,?,?,395,3837,0,3,1,36,11442,1,0
?,536,?,76,350,4808.1,?,34523,26,?,?,?,266,6822,0,2,1,36,8710,2,0
?,280,?,60,0,146480,?,49957,36,?,?,?,183,6176,0,1,1,30,16679,2,0
?,1108,?,36,294,185380,?,101900,10,?,?,?,115,2651,0,2,1,36,115,1,0
?,604,?,100,0,24467,?,22576,-30,?,?,?,253,5484,0,1,1,24,13757,2,0
?,2372,?,100,0,154830,?,914160,32,?,?,330,50,873,0,2,1,45,6201,2,0
?,0,?,18,0,269490,?,-538330,4,?,?,?,189,6573,0,1,1,36,11925,1,0
?,4320,?,150,77,8263.4,?,-7911.8,32,?,?,288,344,3063,0,1,1,47,3009,2,0
?,76,?,140,0,6453,?,-17290,4,?,?,?,150,5935,2,2,1,30,5156,1,0
?,292,?,42,7,234240,?,1415500,-24,?,?,168,68,3638,0,1,2,36,11634,1,0
?,1500,?,54,952,83504,?,112700,?,?,?,258,279,3788,2,1,1,24,14487,1,0
?,?,0,4,?,?,0,-207430,?,?,?,378,18,5332,0,2,2,36,2314,2,0
?,2884,?,56,196,68284,?,76960,32,?,?,216,335,6398,0,1,1,47,15763,2,0
?,0,?,16,0,72186,?,349600,-10,?,?,234,67,5681,0,1,2,36,17275,2,0
?,0,?,12,0,0,?,873170,-12,?,?,162,304,1335,0,1,2,36,10241,1,0
?,576,?,92,14,106960,?,73623,?,?,?,?,159,6279,0,1,1,47,14259,2,0
?,424,?,58,28,31271,?,202760,34,?,?,?,67,1703,0,2,1,36,7276,1,1
?,104,?,32,7,74646,?,26502,?,?,?,?,250,7109,0,1,1,36,19005,2,0
?,44,?,36,0,84405,?,130060,?,?,?,?,368,2824,0,2,1,36,15481,2,1
?,0,?,24,0,211440,?,286850,-18,?,?,?,229,1477,0,2,2,36,16582,1,0
?,?,?,42,?,29847,?,-1231600,-22,?,?,?,344,2950,0,2,2,36,17712,2,0
?,4276,?,176,749,217630,?,170810,-30,?,?,?,78,3324,2,2,1,30,9513,1,0
?,2372,?,142,70,20610,?,-959420,-22,?,?,282,172,1150,0,2,2,47,4654,2,0
?,12,?,32,21,170340,?,133390,8,?,?,342,76,6025,0,2,1,36,16817,2,0
?,1704,?,114,7,65865,?,164210,32,?,?,?,250,4837,0,2,1,30,19106,2,0
?,68,?,52,0,162360,?,158420,-30,?,?,246,144,5644,2,1,1,36,8121,1,0
?,5700,?,130,553,88504,?,212290,?,?,?,?,367,3819,0,2,1,7,9597,2,0
?,1956,?,124,350,195610,?,47057,-18,?,?,186,397,3324,2,2,2,36,11694,1,1
?,19048,?,116,245,92772,?,276990,?,?,?,?,115,3895,2,2,1,36,2689,1,0
?,1940,?,118,826,59745,?,-354220,-28,?,?,186,148,3978,2,1,2,47,4486,1,0
?,944,?,42,105,38471,?,-464120,?,?,?,252,91,4797,0,2,1,45,3054,2,0
?,16,?,34,14,66497,?,724640,?,?,?,?,369,3098,0,2,1,47,10833,2,0
?,7188,?,154,168,19525,?,-181990,?,?,?,?,80,1878,2,2,1,69,12310,2,0
?,0,?,14,0,186220,?,-159250,-22,?,?,?,136,4775,0,1,2,36,14347,1,0
?,0,?,16,0,359380,?,-183590,?,?,?,?,366,2316,0,1,1,36,15665,2,0
?,32,?,58,0,67933,?,378930,-30,?,?,?,139,5566,2,2,1,36,3039,1,0
?,?,?,8,?,?,?,-1269700,-16,?,0,?,317,3324,0,2,2,36,528,2,0
?,8,?,70,0,0,?,0,46,?,?,336,153,6077,2,1,1,36,5116,1,0
?,3100,?,118,126,14490,?,84842,?,?,?,?,379,2053,0,2,1,60,1313,2,0
?,0,?,20,0,206400,?,312580,-18,?,?,?,306,4797,0,2,2,36,15075,2,0
?,1808,?,54,133,96974,?,31763,?,?,?,198,102,1852,0,2,1,36,7045,2,0
?,3824,?,106,973,9739.4,?,-21144,?,?,?,348,37,1909,2,1,1,36,11353,1,0
?,0,?,28,0,208940,?,112560,-22,?,?,?,144,1656,0,1,2,36,6165,2,0
?,1172,?,40,28,30557,?,248280,?,?,?,?,5,7821,0,2,1,36,15970,1,1
?,340,?,48,273,18389,?,-94963,24,?,?,186,121,5568,0,2,1,36,7501,2,0
?,2172,?,108,182,179980,?,274580,-20,?,?,174,121,6783,2,1,2,36,8741,1,0
?,28,?,82,0,39815,?,-26497,4,?,?,300,360,5289,2,1,1,47,3636,1,0
0,?,?,6,?,?,?,-1339800,-18,0,?,?,366,3401,0,2,2,36,15566,2,0
?,140,?,56,7,47210,?,1087500,32,?,?,234,126,6269,2,3,1,24,14136,1,0
?,3928,?,136,133,5625.9,?,-4431.7,?,?,?,426,350,2447,2,1,1,24,791,1,0
?,1412,?,76,14,7494.4,?,82067,46,?,?,402,159,6254,0,2,1,36,16109,1,0
?,3176,?,104,1148,15341,?,92746,?,?,?,228,148,1243,2,0,1,36,9078,1,0
?,260,?,218,0,6289.8,?,18121,28,?,?,354,325,6512,2,2,1,13,1807,1,0
?,576,?,76,49,92912,?,258830,28,?,?,?,397,2877,2,2,1,36,15455,1,0
?,116,?,132,0,35545,?,-26171,?,?,?,?,250,6125,2,2,1,36,17104,2,0
?,0,?,122,0,32931,?,-369140,-30,?,?,318,7,6997,2,2,1,47,15778,2,0
?,24,?,42,0,216230,?,80849,-20,?,?,?,82,1478,0,2,2,36,10307,1,0
?,2860,?,82,434,32885,?,60489,?,?,?,378,264,5393,0,1,1,47,369,2,0
?,0,?,26,0,207790,?,-32672,-22,?,?,?,83,873,0,2,2,36,195,2,1
?,56,?,30,0,191590,?,-123140,4,?,?,?,28,5935,0,2,1,36,98,1,0
?,1684,?,112,21,3735.3,?,-1646.1,12,?,?,?,379,1150,0,2,1,30,9941,2,0
?,5880,?,148,399,215820,?,115160,58,?,?,?,397,3686,0,0,1,27,4887,1,0
?,2104,?,104,14,11145,?,201330,4,?,?,198,157,2083,0,2,1,46,15576,2,0
?,612,?,126,70,184910,?,118660,22,?,?,?,80,6254,0,2,1,7,19017,2,0
?,0,?,16,0,0,?,-1557100,-20,?,?,?,380,3577,0,2,2,36,1468,1,0
?,24,?,58,0,3271.4,?,-21845,?,?,?,?,173,7648,2,0,1,36,15034,1,0
?,388,?,36,42,203340,?,111060,12,?,?,264,321,5325,0,1,1,36,1111,2,0
?,?,?,10,?,?,?,-639290,4,?,?,?,55,5197,0,1,1,36,15384,2,0
?,0,?,12,0,0,?,-1744300,-12,?,?,?,90,2141,0,1,2,36,4456,1,0
?,16,?,42,0,989.98,?,-136680,?,?,?,222,51,7848,0,2,1,36,9654,2,0
?,468,?,102,49,14675,?,-143640,?,?,?,270,360,2316,2,1,1,64,17780,1,0
?,0,?,20,0,27788,?,165680,4,?,?,?,366,5802,0,2,1,36,11921,2,0
?,0,?,12,0,?,?,-1137400,4,?,?,?,309,5492,0,3,1,36,15214,1,0
?,4832,?,64,21,49212,?,-160720,40,?,?,?,95,6176,2,1,1,36,4257,1,0
?,0,?,12,0,216160,?,754380,-18,?,?,?,350,951,0,2,2,36,2685,1,1
?,0,?,28,0,10180,?,-48190,4,?,?,?,20,4006,0,1,1,36,18980,2,0
?,316,?,48,7,4392.6,?,-120,-30,?,?,144,363,7842,0,1,1,36,9753,2,0
?,32,?,36,0,138440,?,3957.3,?,?,?,300,58,1218,0,1,1,36,8845,1,0
?,1040,?,130,0,11590,?,-49200,?,?,?,?,126,864,0,1,1,30,3083,2,0
?,2044,?,86,161,3741.8,?,-33699,?,?,?,?,95,6360,0,2,1,36,0,0,0
?,24,?,88,0,113530,?,106900,?,?,?,186,307,6360,0,2,1,47,1723,2,0
?,0,?,20,0,3718.8,?,-28864,4,?,?,?,268,5645,0,2,1,36,9387,2,0
?,4672,?,108,2072,162910,?,22815,-22,?,?,300,236,4837,2,2,2,36,16435,1,0
?,0,?,28,0,65522,?,101730,4,?,?,402,182,5493,0,1,1,36,2571,1,1
?,0,?,58,0,217250,?,124480,34,?,?,?,359,5935,2,2,1,36,3973,1,0
?,2052,?,154,217,165530,?,-437920,8,?,?,324,335,2053,0,2,1,47,15840,2,0
?,32,?,56,0,46935,?,-424900,-30,?,?,?,82,6926,2,1,1,36,2741,1,0
?,36,?,68,0,2398.7,?,-53544,6,?,?,330,393,7891,2,1,1,70,8073,2,0
?,0,?,12,0,228510,?,-1052500,4,?,?,234,358,4201,0,3,1,36,1464,1,0
?,536,?,98,0,57848,?,211530,?,?,?,?,192,6269,2,0,1,36,2775,1,0
?,1772,?,48,42,59624,?,163210,-30,?,?,?,70,1665,2,2,1,36,14774,2,0
?,4780,?,122,252,171130,?,-84647,-28,?,?,360,112,3632,0,1,1,47,12605,2,0
?,0,?,72,0,8757.3,?,-106070,?,?,?,?,202,5950,0,2,1,47,7716,2,0
?,5204,?,108,1008,54699,?,-85466,?,?,?,?,304,8034,2,2,1,55,6421,1,0
?,?,?,8,?,?,?,-1043000,4,?,0,?,136,7843,0,3,1,36,15034,1,0
?,272,?,34,539,208820,?,702540,-20,?,?,414,286,6997,0,2,2,36,12866,1,0
?,0,?,56,14,116800,?,122760,?,?,?,?,367,5859,0,2,1,36,8003,1,0
?,0,?,20,0,169990,?,1262200,4,?,?,?,347,1277,0,2,1,36,1123,1,1
?,680,?,52,0,29657,?,415840,?,?,?,?,374,588,2,2,1,36,17516,2,1
?,3772,?,64,126,14808,?,69489,38,?,?,294,146,3980,2,1,1,36,17930,1,0
?,164,?,30,0,26066,?,31524,4,?,?,?,395,8034,0,2,1,31,6361,2,1
?,?,?,8,?,?,?,-477220,-18,?,0,?,382,6025,0,0,2,36,15446,2,0
?,268,?,58,7,20911,?,-311720,?,?,?,?,317,6997,0,2,1,20,7099,2,0
?,1848,?,110,119,31912,?,351490,-20,?,?,264,366,8080,0,1,2,47,3510,2,0
?,14876,?,84,42,132650,?,118540,?,?,?,150,68,1272,0,2,1,36,2049,2,0
?,0,?,26,0,170260,?,0,4,?,?,?,209,1236,0,2,1,36,2785,1,0
?,332,?,116,168,23921,?,326840,-28,?,?,246,163,3706,0,1,1,47,16391,2,0
?,2644,?,144,224,6201.8,?,47040,44,?,?,?,194,2053,2,2,1,56,3292,1,0
?,1700,?,104,56,70399,?,413010,8,?,?,?,107,6166,0,1,1,47,5940,2,0
?,216,?,36,35,216660,?,105680,?,?,?,330,41,6997,0,2,1,36,5100,2,0
?,1548,?,84,14,244670,?,-195000,46,?,?,240,76,6279,0,1,1,20,17574,2,0
?,8028,?,100,336,11171,?,-1210600,-20,?,?,246,35,3885,2,2,2,70,9068,2,0
?,0,?,20,0,230610,?,-134400,-4,?,?,?,30,6066,0,3,2,36,5929,1,0
?,1688,?,108,28,166560,?,73537,58,?,?,300,366,5249,2,2,1,36,15622,1,0
?,764,?,62,35,46952,?,-107050,38,?,?,276,327,5645,0,2,1,36,8269,2,0
?,4,?,60,21,190570,?,-529860,?,?,?,264,153,6732,2,2,1,36,98,1,0
?,2408,?,56,28,19628,?,-58296,-30,?,?,?,90,2710,0,2,1,36,9117,2,0
?,0,?,12,0,?,?,-864140,4,?,?,138,268,5356,0,1,1,40,0,0,0
?,1072,?,64,0,214060,?,89086,-14,?,?,?,67,6407,2,1,2,36,16121,1,1
?,80,?,102,0,58349,?,410780,?,?,?,384,283,4742,2,2,1,36,9327,1,0
?,?,0,4,?,?,0,-4337600,-20,?,?,?,348,1022,0,2,2,36,15569,2,0
?,4,?,54,0,169100,?,-157620,?,?,?,192,192,5733,2,3,1,36,11092,1,0
?,2240,?,78,0,208450,?,91169,?,?,?,?,48,2710,0,2,1,3,11250,2,0
?,4008,?,62,7,47535,?,121030,38,?,?,?,182,8034,0,2,1,36,4677,2,0
?,1488,?,130,140,171140,?,315490,-22,?,?,?,107,6997,0,2,2,27,18462,1,0
?,512,?,58,0,53245,?,276090,34,?,?,?,379,2053,0,2,1,47,7295,2,0
?,4,?,80,0,3972.4,?,18876,32,?,?,330,125,1265,0,2,1,36,12417,1,0
?,0,?,20,0,241750,?,-186310,4,?,?,?,43,7374,0,1,1,36,1093,2,0
?,24,?,42,0,149270,?,131470,-22,?,?,?,13,6311,0,3,2,36,7403,2,0
?,216,?,128,42,163270,?,101480,-22,?,?,?,262,1277,2,2,2,44,14294,1,0
?,468,?,146,35,197380,?,-80012,-24,?,?,270,382,6489,0,2,2,47,8824,2,0
?,8512,?,140,336,3181.2,?,30963,?,?,?,246,194,4797,2,2,1,65,3557,1,0
?,12,?,66,0,27471,?,-736060,?,?,?,144,155,952,2,3,1,36,3460,1,0
?,0,?,36,0,88018,?,3334.1,12,?,?,?,395,4990,0,0,1,36,3548,2,0
?,6364,?,68,189,39487,?,334250,44,?,?,?,189,2878,0,2,1,36,15330,2,0
?,572,?,66,161,35860,?,-143160,?,?,?,?,250,420,0,2,1,70,10917,1,0
?,?,?,8,?,?,?,-1081600,-18,?,0,?,267,5879,0,1,2,36,1753,1,0
?,0,?,16,0,168130,?,257560,-26,?,?,?,311,7136,0,0,1,36,3180,1,0
?,2880,?,50,7,198680,?,59658,?,?,?,?,21,4391,2,2,1,36,4490,1,0
0,?,?,6,?,?,?,-82004,-18,0,?,?,227,5789,0,1,1,36,18628,2,0
?,2564,?,92,56,148840,?,88467,-22,?,?,?,300,6512,0,2,2,20,18702,2,0
?,680,?,94,14,7213.8,?,-11532,?,?,?,294,115,4554,0,2,1,47,14501,2,0
?,0,?,24,0,160070,?,-12523,4,?,?,222,171,35,0,2,1,36,17544,1,0
?,540,?,66,28,41081,?,368010,42,?,?,318,104,1527,0,2,1,36,17287,2,0
?,180,?,64,0,25660,?,231390,34,?,?,?,321,3978,2,3,1,36,16617,1,0
?,7460,?,130,14,218900,?,-60596,?,?,?,?,114,2357,2,2,1,70,2581,1,0
?,2648,?,54,203,38892,?,-329810,-24,?,?,258,161,3895,2,2,2,36,13941,1,0
?,0,?,16,0,175100,?,124200,4,?,?,?,131,3415,0,1,1,36,15266,2,0
?,324,?,62,7,42003,?,-203500,?,?,?,?,398,6781,0,1,1,7,4015,2,0
?,?,0,4,?,?,0,-1618000,-20,?,?,?,262,881,0,2,2,36,7190,2,0
?,1804,?,36,875,134540,?,104530,12,?,?,270,23,1852,0,2,1,36,16121,1,0
?,996,?,64,21,46758,?,99156,22,?,?,168,202,7843,0,1,1,47,11874,2,0
0,?,?,6,?,?,?,0,?,0,?,?,0,5802,0,2,1,36,10280,2,0
?,0,?,16,0,92709,?,155210,4,?,?,186,228,2053,0,2,1,36,15855,2,0
?,532,?,38,0,6840.1,?,-68130,?,?,?,270,164,2566,0,2,1,24,4825,1,0
?,?,?,8,?,?,?,-587720,-18,?,0,?,109,4004,0,0,2,63,17169,2,0
?,4,?,38,0,218590,?,4960.8,12,?,?,?,95,5136,0,2,1,36,18265,1,0
?,?,?,10,?,?,?,-1090200,-16,?,?,?,21,2920,0,0,2,36,3428,1,0
?,0,?,20,0,210080,?,-305770,-28,?,?,?,295,5566,0,2,1,36,2318,1,0
?,164,?,66,35,11847,?,-48443,36,?,?,636,373,6997,0,2,1,36,16519,2,0
?,276,?,100,35,2371.1,?,106770,?,?,?,246,48,4016,0,2,2,47,11212,2,0
?,64,?,40,70,6030.1,?,-60437,-30,?,?,?,266,4775,0,1,1,24,8461,1,0
?,14600,?,192,77,31135,?,183680,42,?,?,240,188,7176,2,2,1,51,3765,1,1
?,2532,?,172,154,71915,?,-35831,4,?,?,?,7,1909,2,1,1,47,3303,1,0
?,3336,?,120,168,208290,?,-581.43,?,?,?,?,389,1277,0,2,1,16,8363,2,0
?,284,?,80,0,30554,?,-14384,?,?,?,330,253,2053,0,2,1,7,11358,2,0
?,2048,?,128,7,3553.7,?,172800,32,?,?,264,358,1022,0,2,1,47,18826,2,0
?,1624,?,64,196,4493.9,?,-75314,40,?,?,270,359,4117,2,2,1,36,3006,1,0
?,440,?,42,133,83544,?,-513890,-28,?,?,?,163,2820,0,2,1,36,16145,2,0
?,28,?,76,0,205720,?,1303100,26,?,?,?,159,3528,2,0,1,36,18826,2,0
?,?,?,8,?,?,?,-1473400,-16,?,0,216,138,7842,0,1,1,36,14035,2,0
?,0,?,20,0,0,?,-704100,?,?,?,?,367,2083,0,2,1,36,13818,2,0
?,56,?,70,0,52492,?,151970,?,?,?,?,304,1277,2,2,1,36,1827,1,0
?,28,?,88,0,41746,?,131880,64,?,?,366,325,6547,2,2,1,36,16121,1,0
?,104,?,52,112,129050,?,205560,28,?,?,?,395,3324,0,2,1,20,1334,2,0
?,5888,?,74,301,340930,?,180340,?,?,?,?,253,2083,2,2,1,36,12459,1,0
?,0,?,18,0,32764,?,410510,-24,?,?,168,106,5249,0,2,2,36,1464,1,0
0,?,?,6,?,?,?,-1633200,?,0,?,432,108,6098,0,2,1,36,17685,2,0
?,648,?,84,182,222370,?,44983,60,?,?,?,311,2316,0,1,1,36,4033,1,0
?,3376,?,100,56,85292,?,-9394.8,?,?,?,?,329,1685,2,2,1,45,933,1,0
?,?,?,46,?,91198,?,129220,22,?,?,?,306,1272,0,2,1,36,17389,2,0
?,0,?,22,0,266380,?,324250,4,?,?,126,348,7902,0,3,1,36,3855,2,0
?,0,?,22,0,259610,?,357080,-20,?,?,330,105,2357,0,2,2,36,2350,2,0
?,3128,?,176,777,227860,?,125660,-24,?,?,?,228,2566,2,2,2,47,1641,2,0
?,2560,?,80,28,120860,?,-95470,4,?,?,168,366,5740,2,2,1,36,12353,1,0
?,892,?,124,35,246300,?,43135,?,?,?,?,335,6822,2,2,1,47,8097,1,0
?,36,?,42,0,7632.1,?,-571200,-14,?,?,306,169,5342,0,1,1,47,11393,2,0
?,0,?,20,0,52744,?,149630,-30,?,?,?,107,1665,0,2,1,36,5440,1,0
?,184,?,46,28,231200,?,62810,-30,?,?,?,123,1021,0,2,1,36,12009,2,0
?,0,?,28,0,4772,?,-9302,4,?,?,?,321,1862,0,1,1,36,6219,2,0
?,?,?,10,?,?,?,-1484400,4,?,?,?,300,3992,0,1,1,36,1074,1,0
?,12,?,34,0,1699.3,?,5375.3,?,?,?,?,55,3992,0,1,1,36,18164,1,0
?,200,?,30,7,149430,?,50106,-18,?,?,?,358,6740,0,2,2,36,9336,1,0
?,80,?,34,42,134050,?,2660300,10,?,?,?,80,501,0,2,1,36,7080,2,0
?,84,?,52,14,15034,?,-1096500,4,?,?,?,368,5935,0,2,1,36,1987,2,0
?,956,?,42,273,116820,?,-40374,?,?,?,372,51,2304,0,1,1,22,17044,2,0
?,2368,?,106,336,17210,?,224080,?,?,?,?,375,5935,0,2,1,36,15700,1,0
?,3936,?,138,0,7146.3,?,-11199,4,?,?,228,282,4016,2,2,1,36,13898,1,0
?,5240,?,62,140,77877,?,150670,8,?,?,?,269,3063,0,1,1,36,15677,1,0
?,1680,?,30,21,205490,?,622610,-28,?,?,204,344,1623,0,1,1,36,7304,2,0
?,2532,?,80,14,139090,?,130220,4,?,?,270,131,2055,2,2,1,7,13261,2,0
?,0,?,38,0,162220,?,279410,14,?,?,?,373,1277,0,0,1,31,10415,1,0
?,84,?,78,0,55107,?,153930,30,?,?,?,81,5936,2,2,1,20,10031,1,0
?,?,?,10,?,?,?,-1389400,-16,?,?,120,70,3577,0,2,2,36,12868,1,1
?,0,?,58,0,99548,?,168840,34,?,?,?,216,830,0,2,1,36,9399,2,0
?,7316,?,92,7,34752,?,126670,68,?,?,?,80,2820,0,2,1,24,848,2,0
?,32,?,126,7,36275,?,-367560,?,?,?,?,78,5197,0,3,1,36,15104,2,0
?,192,?,102,0,219040,?,332970,16,?,?,?,274,2141,0,2,1,65,4486,1,1
?,4408,?,34,7,193690,?,114590,-30,?,?,?,294,5566,0,2,1,36,9539,2,0
